task,id,trial,order,ori
solo_prac,23,1,1,14.46177731335651
solo_prac,23,1,2,-11.733484959038083
solo_prac,23,1,3,13.9238384480829
solo_prac,23,1,4,1.265026847777623
solo_prac,23,1,5,13.58108247181897
solo_prac,23,1,6,-1.4639168912044056
solo_prac,23,1,7,9.139560436740982
solo_prac,23,1,8,-8.726941054255125
solo_prac,23,1,9,13.729768120435914
solo_prac,23,1,10,16.37413771604119
solo_prac,23,1,11,-1.3569191778004068
solo_prac,23,1,12,-1.0158743200617515
solo_prac,23,1,13,3.509635004242842
solo_prac,23,1,14,18.58995942861906
solo_prac,23,1,15,10.991854805911892
solo_prac,23,1,16,-10.585762388723317
solo_prac,23,1,17,-0.29750839957607056
solo_prac,23,1,18,-0.4238935737478009
solo_prac,23,1,19,-11.454821878005546
solo_prac,23,1,20,-8.595218825057284
solo_prac,23,1,21,-9.554491649332775
solo_prac,23,1,22,-4.979360118475036
solo_prac,23,1,23,-1.3559147939784992
solo_prac,23,1,24,11.506971037897802
solo_prac,23,1,25,-3.1209055129649563
solo_prac,23,1,26,16.68305153481988
solo_prac,23,1,27,0.2057140152031458
solo_prac,23,1,28,6.573787395767589
solo_prac,23,1,29,17.56869955578593
solo_prac,23,1,30,-3.4398505902811607
solo_prac,23,2,1,-0.6773582617758951
solo_prac,23,2,2,-2.3648344547663704
solo_prac,23,2,3,-9.156285401465864
solo_prac,23,2,4,0.3851495405449281
solo_prac,23,2,5,3.38838114460634
solo_prac,23,2,6,4.488249374164866
solo_prac,23,2,7,-0.0804210606039355
solo_prac,23,2,8,1.8051701522129928
solo_prac,23,2,9,4.771044635774837
solo_prac,23,2,10,0.5152981840987891
solo_prac,23,2,11,-7.271955716507788
solo_prac,23,2,12,-7.924362983689738
solo_prac,23,2,13,-0.8594096005232785
solo_prac,23,2,14,-10.608543608331228
solo_prac,23,2,15,-4.601951253817461
solo_prac,23,2,16,-2.4127133723676852
solo_prac,23,2,17,-10.137038236182473
solo_prac,23,2,18,3.503574498585433
solo_prac,23,2,19,0.0030097000280289166
solo_prac,23,2,20,-0.7888571185279432
solo_prac,23,2,21,-3.1204073042627627
solo_prac,23,2,22,3.8726557598120355
solo_prac,23,2,23,-7.374945204666192
solo_prac,23,2,24,-2.9629254149550928
solo_prac,23,2,25,-4.450078713933156
solo_prac,23,2,26,-9.531091318567704
solo_prac,23,2,27,-5.304064370124015
solo_prac,23,2,28,-3.713796648402351
solo_prac,23,2,29,-10.208660621423668
solo_prac,23,2,30,-9.182832324933653
solo_prac,23,3,1,1.3146095380637632
solo_prac,23,3,2,7.7812357469496884
solo_prac,23,3,3,1.7936370837401352
solo_prac,23,3,4,5.840413218632879
solo_prac,23,3,5,2.293787007502999
solo_prac,23,3,6,9.297867375079015
solo_prac,23,3,7,-1.012438661910858
solo_prac,23,3,8,1.831888224615767
solo_prac,23,3,9,-4.443001922823706
solo_prac,23,3,10,-3.318497231574904
solo_prac,23,3,11,8.451085177729658
solo_prac,23,3,12,3.4518312189635
solo_prac,23,3,13,5.993727211108258
solo_prac,23,3,14,9.902912280874288
solo_prac,23,3,15,-0.7224641706810822
solo_prac,23,3,16,7.611845202929061
solo_prac,23,3,17,-1.3090638216671238
solo_prac,23,3,18,-4.081378098854865
solo_prac,23,3,19,7.445455929508428
solo_prac,23,3,20,0.8110257355089026
solo_prac,23,3,21,0.44126973849286344
solo_prac,23,3,22,1.4117515886763794
solo_prac,23,3,23,-1.4185266790623174
solo_prac,23,3,24,9.67736776229539
solo_prac,23,3,25,4.245402208305508
solo_prac,23,3,26,10.297499516772573
solo_prac,23,3,27,-4.694529975753692
solo_prac,23,3,28,6.716728954079269
solo_prac,23,3,29,-3.3708070907329635
solo_prac,23,3,30,7.759366933233192
solo_prac,23,4,1,-29.369554560464614
solo_prac,23,4,2,-15.301927280935764
solo_prac,23,4,3,-26.360420096441338
solo_prac,23,4,4,6.595171715212217
solo_prac,23,4,5,9.057983474180503
solo_prac,23,4,6,10.443054583598766
solo_prac,23,4,7,18.535811281152156
solo_prac,23,4,8,-23.546664994473197
solo_prac,23,4,9,26.685807576863155
solo_prac,23,4,10,-30.93536138958772
solo_prac,23,4,11,-34.85902361908576
solo_prac,23,4,12,18.079957408601885
solo_prac,23,4,13,6.198480651494194
solo_prac,23,4,14,13.438329355159006
solo_prac,23,4,15,19.6141940349869
solo_prac,23,4,16,17.407010288510925
solo_prac,23,4,17,-26.591742281539474
solo_prac,23,4,18,-11.946816774595476
solo_prac,23,4,19,-6.002225772368568
