task,id,trial,order,ori
solo,61,1,1,-38.45420119639698
solo,61,1,2,33.22843436606853
solo,61,1,3,53.07311222562811
solo,61,1,4,-60.34829305896805
solo,61,1,5,-50.00690641316628
solo,61,1,6,-47.90775057823549
solo,61,1,7,-7.024940432822561
solo,61,1,8,27.793428490590983
solo,61,1,9,22.19773166180333
solo,61,1,10,56.355475373246506
solo,61,1,11,60.17156587480922
solo,61,1,12,-8.460313846818352
solo,61,1,13,22.164831994773678
solo,61,1,14,48.22590952888038
solo,61,1,15,62.13873470573206
solo,61,1,16,-11.41782856454202
solo,61,1,17,-17.527062799313015
solo,61,1,18,-36.21032280028824
solo,61,1,19,40.25519087666903
solo,61,1,20,-45.1098949621591
solo,61,1,21,-35.75102193929331
solo,61,1,22,-44.82628311200398
solo,61,1,23,-11.053379041330146
solo,61,1,24,-37.02448421899034
solo,61,1,25,2.0332972464606627
solo,61,1,26,35.56716267824547
solo,61,1,27,6.065915746923835
solo,61,1,28,53.06991029481152
solo,61,1,29,27.427079149893927
solo,61,1,30,-8.645097250209375
solo,61,2,1,1.0593153952475305
solo,61,2,2,10.591296935426286
solo,61,2,3,12.066623239732923
solo,61,2,4,-10.462823380132836
solo,61,2,5,-1.3281201817391128
solo,61,2,6,-5.640148544680049
solo,61,2,7,-11.542020694532791
solo,61,2,8,4.060551363290536
solo,61,2,9,-1.5861036607992105
solo,61,2,10,7.337390600061546
solo,61,2,11,-6.646009331704601
solo,61,2,12,-18.778935349497452
solo,61,2,13,4.451120512903987
solo,61,2,14,6.591342233583568
solo,61,2,15,-16.333222807007513
solo,61,2,16,-16.383511639363267
solo,61,2,17,-4.675265301683286
solo,61,2,18,-6.451619168699384
solo,61,2,19,-13.992336585707083
solo,61,2,20,10.855724873196536
solo,61,2,21,-8.776361990310207
solo,61,2,22,11.055860898517981
solo,61,2,23,-17.17611719253111
solo,61,2,24,-7.615741383187757
solo,61,2,25,-9.414688530543785
solo,61,2,26,6.871809459998815
solo,61,2,27,3.26275825363631
solo,61,2,28,-7.334387555725549
solo,61,2,29,-13.896636193862335
solo,61,2,30,9.83025572611129
solo,61,3,1,-5.911378631236932
solo,61,3,2,4.049703016171378
