task,id,trial,order,ori
group,12,1,1,5.477166405706797
group,12,1,2,-40.392089990133826
group,12,1,3,41.615167047545825
group,12,1,4,54.279102247848414
group,12,1,5,8.845084281224388
group,12,1,6,58.666028472815086
group,12,1,7,-60.974471903019094
group,12,1,8,-11.679196588310063
group,12,1,9,-26.397750999942474
group,12,1,10,-37.04933786434211
group,12,1,11,26.378056831865095
group,12,1,12,-59.85341108899625
group,12,1,13,24.467502426258278
group,12,1,14,2.651333742462981
group,12,1,15,-57.75074345146986
group,12,1,16,-38.88560048630505
group,12,1,17,-40.47834136584959
group,12,1,18,54.39228263950287
group,12,1,19,-64.1102428449909
group,12,1,20,34.92211110285213
group,12,1,21,47.22809629046472
group,12,1,22,60.46119834859316
group,12,1,23,52.319912857801825
group,12,1,24,-56.667276295233066
group,12,1,25,-51.85709901383538
group,12,1,26,58.57863976066611
group,12,1,27,-25.022227446813574
group,12,1,28,4.202470206182582
group,12,1,29,-48.566478114339205
group,12,1,30,-4.799885208209787
group,12,2,1,-1.2894294816717071
group,12,2,2,12.130694468669496
group,12,2,3,-6.982138607504943
group,12,2,4,-11.613876236840369
group,12,2,5,9.982976154540658
group,12,2,6,-9.83303511531874
group,12,2,7,10.21668425301704
group,12,2,8,-0.43167062495473374
group,12,2,9,-10.852280299620329
group,12,2,10,4.286917730623724
group,12,2,11,-1.920513121166266
group,12,2,12,-18.474776548842105
group,12,2,13,4.871346514113117
group,12,2,14,-9.683161145748741
group,12,2,15,-16.36391333699162
group,12,2,16,-10.889360954239493
group,12,2,17,-13.651038311954615
group,12,2,18,-8.872781059964154
group,12,2,19,7.7336568532587755
group,12,2,20,-3.749281912343946
group,12,2,21,2.9880123935874785
group,12,2,22,7.832298253370492
group,12,2,23,11.024521255264979
group,12,2,24,4.467258025272152
group,12,2,25,-6.309731420703862
group,12,2,26,-4.771385347762166
group,12,2,27,-0.3746291944989366
group,12,2,28,-5.6601093226531525
group,12,2,29,-5.765538788907179
group,12,2,30,-18.04571507003085
group,12,3,1,3.6090140916122593
group,12,3,2,-16.258539705745534
group,12,3,3,28.879777282204024
group,12,3,4,-3.052047732693694
group,12,3,5,-1.554820400056613
group,12,3,6,6.242882605508534
group,12,3,7,6.813616427604998
group,12,3,8,-0.44148917060502413
group,12,3,9,-20.97717002124414
group,12,3,10,20.355639672601406
group,12,3,11,-20.827274362123532
group,12,3,12,3.9176292764988006
group,12,3,13,8.977971714893293
group,12,3,14,33.56594373094478
group,12,3,15,-24.862089939580102
group,12,3,16,34.87152261644613
group,12,3,17,-25.770684196779037
group,12,3,18,18.434015908696452
group,12,3,19,-24.658658074848944
group,12,3,20,-23.579047087207826
group,12,3,21,19.27358568403062
group,12,3,22,29.62706295007868
group,12,3,23,-27.39919679893633
group,12,3,24,1.8441345263375197
group,12,3,25,-2.66003761943265
group,12,3,26,29.238742538664567
group,12,3,27,17.79257206367062
group,12,3,28,-14.976204509054625
group,12,3,29,12.715336883657635
group,12,3,30,20.857811644857726
group,12,4,1,36.304028511206496
group,12,4,2,-14.068069829528994
group,12,4,3,56.3388100717338
group,12,4,4,-46.783248300522814
group,12,4,5,-44.77645520036357
group,12,4,6,-26.133508843214543
group,12,4,7,1.9387553934732438
group,12,4,8,6.4213606518147515
group,12,4,9,63.785100662209004
group,12,4,10,-20.65155149799486
group,12,4,11,4.579767655758374
group,12,4,12,-27.192801530457388
group,12,4,13,-43.858699168085266
group,12,4,14,14.471066677814136
group,12,4,15,-16.34219118696342
group,12,4,16,4.051106899038672
group,12,4,17,5.064967927779094
group,12,4,18,-46.13783047638712
group,12,4,19,-56.13910309762335
group,12,4,20,-17.105825938570945
group,12,4,21,-27.978749273113408
group,12,4,22,-15.68482967216363
group,12,4,23,33.80631966381013
group,12,4,24,7.128345268435481
group,12,4,25,27.220895557865134
group,12,4,26,65.40812255987873
group,12,4,27,29.31956671842667
group,12,4,28,56.54639443148217
group,12,4,29,50.855202427630985
group,12,4,30,29.613052936632428
group,12,5,1,0.1038626263208613
group,12,5,2,-5.023542732204861
group,12,5,3,-8.062775299451662
group,12,5,4,-9.624152293782277
group,12,5,5,-7.4341759070025315
group,12,5,6,-0.2773412043400434
group,12,5,7,-6.781304149151406
group,12,5,8,0.4075702909187324
group,12,5,9,-1.9621247882652177
group,12,5,10,4.046398182571636
group,12,5,11,1.5650925290487923
group,12,5,12,-5.141389511344496
group,12,5,13,-3.480251835987879
group,12,5,14,-6.5186910542643055
group,12,5,15,3.005241386521858
group,12,5,16,-1.7512815717023429
group,12,5,17,-9.778154741180927
group,12,5,18,-8.442774242553755
group,12,5,19,-4.567341586532656
group,12,5,20,2.735957675319055
group,12,5,21,-0.3570752714015857
group,12,5,22,-4.577209919576115
group,12,5,23,-0.6031434465347161
group,12,5,24,0.926573695208134
group,12,5,25,1.200828771645389
group,12,5,26,3.9783191858462974
group,12,5,27,-8.967331765834459
group,12,5,28,-8.857145537486867
group,12,5,29,3.494510267095391
group,12,5,30,-9.257147751898046
group,12,6,1,-0.9987576499345749
group,12,6,2,13.317778916979243
group,12,6,3,19.067263297716387
group,12,6,4,-1.2958744087823248
group,12,6,5,13.446799526377617
group,12,6,6,2.9829584679867764
group,12,6,7,7.53136856266444
group,12,6,8,10.942354413425846
group,12,6,9,-34.3975645435789
group,12,6,10,-9.952214549629595
group,12,6,11,-5.344856873360193
group,12,6,12,-23.535193183478867
group,12,6,13,-8.408824525171589
group,12,6,14,12.66374191948836
group,12,6,15,-27.76472189259004
group,12,6,16,-33.01430188611377
group,12,6,17,2.8995337512744825
group,12,6,18,-13.835050549432367
group,12,6,19,-1.5048325733035313
group,12,6,20,-32.47184296494085
group,12,6,21,18.782924919955953
group,12,6,22,-30.630641546757552
group,12,6,23,-22.258777754494062
group,12,6,24,-6.021439217843003
group,12,6,25,21.22810086767536
group,12,6,26,9.244366864407937
group,12,6,27,18.2078254880318
group,12,6,28,3.9797900166025713
group,12,6,29,10.628944608755397
group,12,6,30,-3.4888575019309656
group,12,7,1,-2.6808744576140686
group,12,7,2,0.03098340662167587
group,12,7,3,-3.8324321622293525
group,12,7,4,-1.4796784093061888
group,12,7,5,8.977921463360474
group,12,7,6,7.258334410545581
group,12,7,7,-4.554147305141665
group,12,7,8,9.361460290502775
group,12,7,9,-0.9378815703135697
group,12,7,10,3.7761185254220813
group,12,7,11,-3.7111165312605365
group,12,7,12,8.303062376824437
group,12,7,13,-0.8753666680895709
group,12,7,14,10.76390573464726
group,12,7,15,10.271992097441546
group,12,7,16,2.7156751379984527
group,12,7,17,-4.6515817814304885
group,12,7,18,7.741053361053419
group,12,7,19,9.113263138397363
group,12,7,20,-0.573939189531103
group,12,7,21,9.636635452362063
group,12,7,22,5.978958089920104
group,12,7,23,9.152225831702793
group,12,7,24,-3.895293041112417
group,12,7,25,-0.8829614721812824
group,12,7,26,-4.713553635078281
group,12,7,27,-2.3935689760357217
group,12,7,28,6.052603765143587
group,12,7,29,6.742419893253661
group,12,7,30,9.30578222412697
group,12,8,1,-1.4994508747851967
group,12,8,2,-3.3438506079804853
group,12,8,3,10.742616737767449
group,12,8,4,-2.438223657126123
group,12,8,5,-6.949203855921471
group,12,8,6,5.263248891331919
group,12,8,7,-11.900253000652668
group,12,8,8,6.236960693154369
group,12,8,9,13.122933022973179
group,12,8,10,17.53310572336649
group,12,8,11,-0.6917737346948449
group,12,8,12,-9.868522190041684
group,12,8,13,-12.044439898795552
group,12,8,14,-12.437845056563045
group,12,8,15,-9.837841810224173
group,12,8,16,7.443643066729873
group,12,8,17,-7.638980242932071
group,12,8,18,16.289949909428795
group,12,8,19,-0.6084297130144911
group,12,8,20,2.5169239930718845
group,12,8,21,18.200106494160824
group,12,8,22,14.596714384195302
group,12,8,23,11.679327447705244
group,12,8,24,-3.593449946519403
group,12,8,25,15.100718345417206
group,12,8,26,7.695641824688362
group,12,8,27,13.050391138841533
group,12,8,28,18.04733975640872
group,12,8,29,2.1666822020435355
group,12,8,30,-6.834039042033474
group,12,9,1,-21.772288768930913
group,12,9,2,-8.728128562489815
group,12,9,3,31.851514667244807
group,12,9,4,28.325545882122313
group,12,9,5,6.79043387184074
group,12,9,6,4.240975449145772
group,12,9,7,19.867070360744464
group,12,9,8,-6.523272970438981
group,12,9,9,-28.3412231946644
group,12,9,10,-18.60649468581036
group,12,9,11,24.18376983043403
group,12,9,12,-4.3354535260732305
group,12,9,13,-4.249520886473746
group,12,9,14,8.42572409013841
group,12,9,15,-2.7755532389708506
group,12,9,16,30.762734507093235
group,12,9,17,-7.548532359328732
group,12,9,18,4.4828923044584315
group,12,9,19,-4.336387500627481
group,12,9,20,-19.619390193470224
group,12,9,21,17.503380066334223
group,12,9,22,14.969900914644747
group,12,9,23,-3.3071977641912724
group,12,9,24,14.610357822165959
group,12,9,25,6.765210858624371
group,12,9,26,12.52457848272374
group,12,9,27,-10.753214134099792
group,12,9,28,15.376680010028423
group,12,9,29,19.155380684036984
group,12,9,30,-28.939492016210856
group,12,10,1,-9.93680615838881
group,12,10,2,-10.579402311036015
group,12,10,3,-2.768732755808731
group,12,10,4,-2.996547593652812
group,12,10,5,-1.572851339207908
group,12,10,6,0.06367594559690026
group,12,10,7,-6.059924535701967
group,12,10,8,-8.17528205637845
group,12,10,9,-4.975215122768626
group,12,10,10,-2.002168646673029
group,12,10,11,-5.341413113801313
group,12,10,12,-10.87903238609202
group,12,10,13,4.734606351345793
group,12,10,14,-1.1417744793453277
group,12,10,15,-6.369755252128892
group,12,10,16,1.2259557715006437
group,12,10,17,0.9407846394539519
group,12,10,18,-5.178365359580205
group,12,10,19,-3.1363000150995806
group,12,10,20,-7.7760839963785156
group,12,10,21,0.9542192154135165
group,12,10,22,-10.694966076581697
group,12,10,23,-1.0487284972421538
group,12,10,24,-1.5396151751799376
group,12,10,25,0.9863077841137535
group,12,10,26,2.7958619102007365
group,12,10,27,1.9979010753462898
group,12,10,28,0.07814754024542836
group,12,10,29,-3.246343012277002
group,12,10,30,1.6418476501059889
group,12,11,1,21.915814767288282
group,12,11,2,13.333256918783121
group,12,11,3,-11.861307845353593
group,12,11,4,24.595256269302254
group,12,11,5,2.6899173691852667
group,12,11,6,-22.74009252448741
group,12,11,7,-51.37609635966663
group,12,11,8,-36.0490262846004
group,12,11,9,-24.6486469496228
group,12,11,10,55.04619649826901
group,12,11,11,34.44814385541734
group,12,11,12,44.835050999052896
group,12,11,13,-66.61554138035717
group,12,11,14,-49.17556948551331
group,12,11,15,4.4935835401551145
group,12,11,16,51.31628740445112
group,12,11,17,17.422930892021725
group,12,11,18,2.476426768694992
group,12,11,19,16.42565722293925
group,12,11,20,53.0381783311622
group,12,11,21,-26.835209019804807
group,12,11,22,-61.29113607471466
group,12,11,23,-53.63968137250245
