task,id,trial,ori_mean,ori_var,judge,answer,result,judge_rt,line_pos,payoff_sure,payoff_risky,payoff_jitter,choice,choice_rt,option_pos,rating,rating_rt,rating_init,rating_history,iti
solo,1,1,3,16,anticlockwise,clockwise,wrong,1.5501603259999683,ca,500,550,-10,sure,2.5341871040000115,rs,2,2.7434901209999225,2,"[(2, 0.0003651870001704083), (2, 2.744534718000068)]",0.4408391528205321
solo,1,2,-3,32,anticlockwise,anticlockwise,correct,1.2145472669999435,ca,500,700,10,risky,1.2044883389999086,rs,4,1.4977787379998517,3,"[(3, 0.000478086000384792), (4, 0.8107033790001879), (4, 1.4985030709999592)]",0.5757228247769007
solo,1,3,3,64,anticlockwise,clockwise,wrong,0.8530342260000907,ac,500,550,0,sure,2.2014375379999365,rs,2,2.615305054000146,3,"[(3, 0.00047911899991959217), (2, 1.896226944999853), (2, 2.616188071000124)]",0.5237358247700084
solo,1,4,3,8,clockwise,clockwise,correct,1.1882363229997281,ca,500,640,-10,risky,1.0848511580002196,sr,6,2.982970411000224,5,"[(5, 0.0006619539999519475), (6, 0.8717916340001466), (6, 2.983808156000123)]",0.5283563746137643
solo,1,5,-3,16,anticlockwise,anticlockwise,correct,3.3702864010001576,ca,500,1400,-10,risky,1.3863388959998701,rs,4,2.5378209360001165,2,"[(2, 0.00047215299991876236), (3, 0.9387535509999907), (4, 1.1466724720003185), (5, 1.386725695000223), (4, 2.090676220000205), (4, 2.538651779000247)]",0.40777262923864727
solo,1,6,-3,64,anticlockwise,anticlockwise,correct,1.4030757079999603,ac,500,770,-10,risky,1.242061681999985,sr,5,4.765944331000355,5,"[(5, 0.000481976000173745), (4, 2.254878166999788), (5, 2.862794924999889), (4, 4.126908811999783), (5, 4.51087388499991), (5, 4.766620841000076)]",0.5207093253694023
solo,1,7,-3,8,anticlockwise,anticlockwise,correct,0.9005295870001646,ac,500,850,-10,risky,1.0165486709997822,sr,6,1.6370828499998424,5,"[(5, 0.00048017300014180364), (6, 1.2061643379997804), (6, 1.6378356109999004)]",0.5356625927079957
solo,1,8,3,32,anticlockwise,clockwise,wrong,1.1183745069997713,ca,500,700,0,sure,1.881335802999729,rs,3,2.8523912290002045,3,"[(3, 0.0004883609999524197), (3, 2.8532087369999317)]",0.40990074192682824
solo,1,9,3,16,anticlockwise,clockwise,wrong,2.3450169939997068,ac,500,1540,0,risky,1.872906637000142,sr,2,1.0845531119998668,2,"[(2, 0.0004802079997716646), (2, 1.0853977560000203)]",0.5228449482303826
solo,1,10,-3,64,anticlockwise,anticlockwise,correct,1.0511473040000965,ac,500,640,10,sure,1.6718889889998536,rs,1,2.651507428000059,4,"[(4, 0.0004821389998141967), (3, 1.0205693610000708), (2, 1.228291929000079), (1, 1.420455180999852), (1, 2.6523029780000797)]",0.43916922270788145
solo,1,11,3,8,clockwise,clockwise,correct,1.2580266109998774,ac,500,1150,10,risky,0.7349450499996237,sr,6,1.9279368229999818,6,"[(6, 0.0004815039997083659), (6, 1.9287770300002194)]",0.45253499005821474
